,MONTH,DAY,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,ARRIVAL_DELAY,CANCELLED
5712802,12,25,5,ANC,PDX,55,-40.0,0
5712803,12,25,5,SFO,JFK,55,-8.0,0
5712804,12,25,5,LAX,IAH,58,-14.0,0
5712805,12,25,5,LAS,MCI,115,-23.0,0
5712806,12,25,5,MSP,FLL,115,5.0,0
5712807,12,25,5,FAI,SEA,115,-39.0,0
5712808,12,25,5,SLC,MIA,120,4.0,0
5712809,12,25,5,PHX,ORD,128,23.0,0
5712810,12,25,5,PHX,MIA,129,1.0,0
5712811,12,25,5,LAS,DAL,130,-43.0,0
5712812,12,25,5,DEN,CLT,130,-15.0,0
5712813,12,25,5,PHX,ORD,135,-29.0,0
5712814,12,25,5,LAS,HNL,150,-25.0,0
5712815,12,25,5,LAS,DFW,150,-4.0,0
5712816,12,25,5,PBG,FLL,155,-30.0,0
5712817,12,25,5,IAG,FLL,155,-25.0,0
5712818,12,25,5,PHX,DFW,158,-10.0,0
5712819,12,25,5,SJU,EWR,158,-18.0,0
5712820,12,25,5,ANC,PHX,159,-21.0,0
5712821,12,25,5,SJU,JFK,205,-11.0,0
5712822,12,25,5,SJU,IAH,231,-43.0,0
5712823,12,25,5,ANC,SEA,250,-34.0,0
5712824,12,25,5,BQN,EWR,255,-19.0,0
5712825,12,25,5,PSE,MCO,255,-21.0,0
5712826,12,25,5,BQN,MCO,306,-4.0,0
5712827,12,25,5,SJU,MCO,316,-14.0,0
5712828,12,25,5,SJU,IAD,340,-28.0,0
5712829,12,25,5,SJU,BOS,355,-3.0,0
5712830,12,25,5,BQN,FLL,420,-16.0,0
5712831,12,25,5,BQN,MCO,421,-16.0,0
5712832,12,25,5,PSE,MCO,425,-23.0,0
5712833,12,25,5,SJU,BDL,438,-17.0,0
5712834,12,25,5,FAR,MSP,500,0.0,0
5712835,12,25,5,HNL,ITO,500,-4.0,0
5712836,12,25,5,COU,ORD,500,-30.0,0
5712837,12,25,5,BOS,MYR,500,-14.0,0
5712838,12,25,5,SFO,ORD,500,-18.0,0
5712839,12,25,5,BOS,DFW,500,3.0,0
5712840,12,25,5,ORD,MIA,500,12.0,0
5712841,12,25,5,LAS,DFW,500,-33.0,0
5712842,12,25,5,ORD,PHX,500,32.0,0
5712843,12,25,5,SEA,DFW,500,-3.0,0
5712844,12,25,5,AUS,MIA,500,1.0,0
5712845,12,25,5,DFW,MIA,500,24.0,0
5712846,12,25,5,EWR,DFW,500,-10.0,0
5712847,12,25,5,SAT,MIA,500,14.0,0
5712848,12,25,5,MSP,DFW,500,5.0,0
5712849,12,25,5,LAX,ORD,500,-29.0,0
5712850,12,25,5,PDX,ORD,500,-21.0,0
5712851,12,25,5,STL,ORD,500,-35.0,0
5712852,12,25,5,BOS,MIA,500,-21.0,0
5712853,12,25,5,MCO,MIA,500,2.0,0
5712854,12,25,5,MSP,PHX,500,16.0,0
5712855,12,25,5,PHL,ORD,500,10.0,0
5712856,12,25,5,EWR,CLT,500,-9.0,0
5712857,12,25,5,FLL,CLT,500,-12.0,0
5712858,12,25,5,BOS,CLT,500,2.0,0
5712859,12,25,5,PHL,DFW,500,-1.0,0
5712860,12,25,5,GEG,SEA,500,13.0,0
5712861,12,25,5,ANC,SEA,500,-17.0,0
5712862,12,25,5,SEA,LAX,500,-18.0,0
5712863,12,25,5,DEN,DFW,500,-11.0,0
5712864,12,25,5,BOS,ORD,500,-3.0,0
5712865,12,25,5,SJU,EWR,500,17.0,0
5712866,12,25,5,CHO,ORD,501,-25.0,0
5712867,12,25,5,LAX,DFW,501,-26.0,0
5712868,12,25,5,DSM,ORD,502,-29.0,0
5712869,12,25,5,HNL,KOA,502,-10.0,0
5712870,12,25,5,RDD,SFO,504,-7.0,0
5712871,12,25,5,MSP,IAH,504,6.0,0
5712872,12,25,5,ORD,IAH,504,-3.0,0
5712873,12,25,5,FSD,MSP,505,25.0,0
5712874,12,25,5,BUF,ORD,505,-22.0,0
5712875,12,25,5,GNV,MIA,505,-13.0,0
5712876,12,25,5,ABR,MSP,505,64.0,0
5712877,12,25,5,MSP,CLT,505,-2.0,0
5712878,12,25,5,CLT,ORD,505,-4.0,0
5712879,12,25,5,DVL,JMS,506,7.0,0
5712880,12,25,5,PHX,CLT,507,11.0,0
5712881,12,25,5,ELP,ORD,510,-39.0,0
5712882,12,25,5,MKE,IAH,510,25.0,0
5712883,12,25,5,OMA,ORD,510,-34.0,0
5712884,12,25,5,DFW,ORD,510,-8.0,0
5712885,12,25,5,MCO,PHL,510,19.0,0
5712886,12,25,5,SEA,PHX,510,-4.0,0
5712887,12,25,5,TPA,CLT,510,-3.0,0
5712888,12,25,5,MSN,ORD,515,-31.0,0
5712889,12,25,5,BJI,MSP,515,-4.0,0
5712890,12,25,5,MSP,ORD,515,-14.0,0
5712891,12,25,5,IAH,MIA,515,-12.0,0
5712892,12,25,5,MSP,ORD,515,-16.0,0
5712893,12,25,5,SFO,DFW,515,-23.0,0
5712894,12,25,5,MCO,CLT,515,-3.0,0
5712895,12,25,5,PDX,PHX,515,-17.0,0
5712896,12,25,5,ORF,CLT,515,-10.0,0
5712897,12,25,5,DFW,CLT,515,4.0,0
5712898,12,25,5,IAH,CLT,515,5.0,0
5712899,12,25,5,BWI,CLT,515,-7.0,0
5712900,12,25,5,PIT,CLT,515,-15.0,0
5712901,12,25,5,MSP,ATL,520,21.0,0
5712902,12,25,5,GRB,ORD,520,2.0,0
5712903,12,25,5,BTR,IAH,520,-13.0,0
5712904,12,25,5,RIC,CLT,520,-19.0,0
5712905,12,25,5,JFK,FLL,520,-1.0,0
5712906,12,25,5,MLI,ORD,523,-7.0,0
5712907,12,25,5,ACV,SFO,524,-25.0,0
5712908,12,25,5,ICT,ORD,525,-44.0,0
5712909,12,25,5,RDU,CLT,525,-9.0,0
5712910,12,25,5,SEA,LAX,525,-6.0,0
5712911,12,25,5,SJU,MCO,525,-24.0,0
5712912,12,25,5,SEA,DEN,526,-14.0,0
5712913,12,25,5,LAX,DEN,529,-34.0,0
5712914,12,25,5,ATW,ORD,530,-2.0,0
5712915,12,25,5,CWA,ORD,530,-7.0,0
5712916,12,25,5,PHL,MCO,530,-9.0,0
5712917,12,25,5,LAS,MSP,530,-34.0,0
5712918,12,25,5,ORD,DTW,530,106.0,0
5712919,12,25,5,MEM,ORD,530,19.0,0
5712920,12,25,5,ORD,FLL,530,95.0,0
5712921,12,25,5,BIL,SEA,530,-11.0,0
5712922,12,25,5,MFR,DEN,530,5.0,0
5712923,12,25,5,SFO,DEN,530,-17.0,0
5712924,12,25,5,PDX,DEN,530,-8.0,0
5712925,12,25,5,LAX,IAH,530,-24.0,0
5712926,12,25,5,CLE,IAH,530,9.0,0
5712927,12,25,5,PHL,IAH,530,47.0,0
5712928,12,25,5,AUS,IAH,530,40.0,0
5712929,12,25,5,ROC,ORD,530,-17.0,0
5712930,12,25,5,BHM,MIA,530,21.0,0
5712931,12,25,5,PVD,FLL,530,-9.0,0
5712932,12,25,5,FNT,BWI,530,-36.0,0
5712933,12,25,5,MSP,MIA,530,0.0,0
5712934,12,25,5,SFO,DFW,530,-20.0,0
5712935,12,25,5,SJU,PHL,530,-10.0,0
5712936,12,25,5,BOS,PHL,530,-8.0,0
5712937,12,25,5,MCI,CLT,530,-2.0,0
5712938,12,25,5,MCO,EWR,530,6.0,0
5712939,12,25,5,BOS,MCO,530,-29.0,0
5712940,12,25,5,JFK,SJU,530,-8.0,0
5712941,12,25,5,JFK,BQN,530,11.0,0
5712942,12,25,5,FAR,ORD,535,-10.0,0
5712943,12,25,5,CRP,IAH,535,399.0,0
5712944,12,25,5,MCI,BWI,535,-13.0,0
5712945,12,25,5,JFK,MIA,535,-25.0,0
5712946,12,25,5,ORD,CLT,535,8.0,0
5712947,12,25,5,IAH,DEN,536,-4.0,0
5712948,12,25,5,SJU,BOS,536,-13.0,0
5712949,12,25,5,SMF,DEN,538,8.0,0
5712950,12,25,5,EUG,DEN,538,2.0,0
5712951,12,25,5,INL,HIB,539,-14.0,0
5712952,12,25,5,BOS,DTW,540,-8.0,0
5712953,12,25,5,HNL,KOA,540,-5.0,0
5712954,12,25,5,ANC,SEA,540,-42.0,0
5712955,12,25,5,MCI,ATL,540,68.0,0
5712956,12,25,5,BIL,DEN,540,16.0,0
5712957,12,25,5,GEG,DEN,540,13.0,0
5712958,12,25,5,GRR,BWI,540,-30.0,0
5712959,12,25,5,DCA,DFW,540,-13.0,0
5712960,12,25,5,EWR,MIA,540,15.0,0
5712961,12,25,5,LGA,MIA,540,-31.0,0
5712962,12,25,5,FLL,ORD,540,-15.0,0
5712963,12,25,5,IND,PHX,540,19.0,0
5712964,12,25,5,DEN,PHX,540,0.0,0
5712965,12,25,5,DCA,CLT,540,-5.0,0
5712966,12,25,5,SYR,JFK,540,-24.0,0
5712967,12,25,5,SGF,ORD,541,-35.0,0
5712968,12,25,5,CLE,DFW,543,-9.0,0
5712969,12,25,5,BOS,JFK,543,-16.0,0
5712970,12,25,5,OMA,ATL,544,24.0,0
5712971,12,25,5,BHM,DFW,544,-23.0,0
5712972,12,25,5,DFW,ATL,545,0.0,0
5712973,12,25,5,SYR,ATL,545,798.0,0
5712974,12,25,5,MSP,DEN,545,-7.0,0
5712975,12,25,5,PVD,DTW,545,13.0,0
5712976,12,25,5,ORD,ATL,545,-14.0,0
5712977,12,25,5,XNA,ORD,545,-24.0,0
5712978,12,25,5,LEX,ORD,545,-36.0,0
5712979,12,25,5,CMH,ORD,545,-25.0,0
5712980,12,25,5,MRY,SFO,545,3.0,0
5712981,12,25,5,GEG,SEA,545,3.0,0
5712982,12,25,5,BFL,DEN,545,-29.0,0
5712983,12,25,5,PBI,IAH,545,-38.0,0
5712984,12,25,5,IAD,IAH,545,-6.0,0
5712985,12,25,5,RSW,EWR,545,-18.0,0
5712986,12,25,5,DEN,LAX,545,7.0,0
5712987,12,25,5,SBA,DEN,545,-31.0,0
5712988,12,25,5,RDU,IAH,545,-22.0,0
5712989,12,25,5,ROC,BWI,545,-40.0,0
5712990,12,25,5,DTW,DAL,545,-6.0,0
5712991,12,25,5,MSY,MIA,545,4.0,0
5712992,12,25,5,TUL,ORD,545,-12.0,0
5712993,12,25,5,DTW,ORD,545,-22.0,0
5712994,12,25,5,MCI,MIA,545,38.0,0
5712995,12,25,5,MCI,PHX,545,38.0,0
5712996,12,25,5,IAH,PHX,545,-5.0,0
5712997,12,25,5,ATL,CLT,545,44.0,0
5712998,12,25,5,MCO,PHL,545,1.0,0
5712999,12,25,5,OMA,PHX,545,19.0,0
5713000,12,25,5,PBI,CLT,545,-23.0,0
5713001,12,25,5,LAX,CLT,545,-21.0,0
5713002,12,25,5,CLT,DFW,545,52.0,0
5713003,12,25,5,BTV,JFK,545,-15.0,0
5713004,12,25,5,ROC,JFK,545,18.0,0
5713005,12,25,5,RDM,DEN,546,-20.0,0
5713006,12,25,5,DCA,IAH,546,12.0,0
5713007,12,25,5,ORD,LGA,546,-17.0,0
5713008,12,25,5,PIT,IAH,547,1.0,0
5713009,12,25,5,SLC,DTW,550,-1.0,0
5713010,12,25,5,PVD,ORD,550,15.0,0
5713011,12,25,5,RIC,IAH,550,-21.0,0
5713012,12,25,5,BOS,MSP,550,2.0,0
5713013,12,25,5,CLE,ORD,550,-16.0,0
5713014,12,25,5,PSC,DEN,550,14.0,0
5713015,12,25,5,MKE,ATL,550,-3.0,0
5713016,12,25,5,ONT,DEN,550,-18.0,0
5713017,12,25,5,RSW,ATL,550,-13.0,0
5713018,12,25,5,SMF,DEN,550,-2.0,0
5713019,12,25,5,DAY,BWI,550,-16.0,0
5713020,12,25,5,MCI,ATL,550,-4.0,0
5713021,12,25,5,BWI,MIA,550,-18.0,0
5713022,12,25,5,DTW,DFW,550,8.0,0
5713023,12,25,5,MIA,DFW,550,-31.0,0
5713024,12,25,5,RDU,DFW,550,-21.0,0
5713025,12,25,5,PWM,JFK,550,-22.0,0
5713026,12,25,5,SUX,ORD,553,-26.0,0
5713027,12,25,5,SEA,EWR,553,-17.0,0
5713028,12,25,5,OMA,DFW,554,32.0,0
5713029,12,25,5,OMA,ORD,554,228.0,0
5713030,12,25,5,PIA,IAH,555,23.0,0
5713031,12,25,5,HNL,ITO,555,0.0,0
5713032,12,25,5,BOS,ATL,555,-26.0,0
5713033,12,25,5,GRI,DFW,555,2.0,0
5713034,12,25,5,RST,ORD,555,-37.0,0
5713035,12,25,5,AUS,SFO,555,-11.0,0
5713036,12,25,5,LAS,DEN,555,-27.0,0
5713037,12,25,5,MCO,ORD,555,-12.0,0
5713038,12,25,5,AUS,BWI,555,10.0,0
5713039,12,25,5,CAK,ATL,555,-21.0,0
5713040,12,25,5,GEG,DEN,555,0.0,0
5713041,12,25,5,RNO,DFW,555,7.0,0
5713042,12,25,5,FAT,DFW,555,-11.0,0
5713043,12,25,5,EWR,MCO,555,4.0,0
5713044,12,25,5,HNL,LIH,556,1.0,0
5713045,12,25,5,OAK,LAX,556,-10.0,0
5713046,12,25,5,COU,DFW,558,211.0,0
5713047,12,25,5,SLC,DFW,558,40.0,0
5713048,12,25,5,TVC,ORD,559,-26.0,0
5713049,12,25,5,FNT,ORD,559,-19.0,0
5713050,12,25,5,MHK,ORD,559,-13.0,0
5713051,12,25,5,HSV,ORD,559,378.0,0
5713052,12,25,5,MSP,ORD,559,-20.0,0
5713053,12,25,5,OKC,ATL,600,1.0,0
5713054,12,25,5,LAS,ATL,600,-6.0,0
5713055,12,25,5,MSN,ATL,600,3.0,0
5713056,12,25,5,TUL,ATL,600,9.0,0
5713057,12,25,5,TPA,ATL,600,-7.0,0
5713058,12,25,5,LAS,DTW,600,-36.0,0
5713059,12,25,5,RDU,ATL,600,-4.0,0
5713060,12,25,5,MDW,ATL,600,211.0,0
5713061,12,25,5,ATW,ATL,600,94.0,0
5713062,12,25,5,ROC,ATL,600,212.0,0
5713063,12,25,5,DTW,ATL,600,-17.0,0
5713064,12,25,5,ALB,ATL,600,3.0,0
5713065,12,25,5,LFT,ATL,600,-9.0,0
5713066,12,25,5,XNA,ATL,600,1.0,0
5713067,12,25,5,AUS,ATL,600,5.0,0
5713068,12,25,5,AVP,ATL,600,-14.0,0
5713069,12,25,5,HSV,IAH,600,-14.0,0
5713070,12,25,5,LAN,ORD,600,-16.0,0
5713071,12,25,5,HPN,ATL,600,74.0,0
5713072,12,25,5,MLI,ATL,600,12.0,0
5713073,12,25,5,MLU,ATL,600,-10.0,0
5713074,12,25,5,CID,ATL,600,19.0,0
5713075,12,25,5,PIA,ATL,600,-8.0,0
5713076,12,25,5,FAR,ATL,600,-4.0,0
5713077,12,25,5,MOB,ATL,600,-1.0,0
5713078,12,25,5,SCE,ORD,600,-12.0,0
5713079,12,25,5,MHT,ORD,600,3.0,0
5713080,12,25,5,ERI,ORD,600,7.0,0
5713081,12,25,5,DEN,MSP,600,-27.0,0
5713082,12,25,5,SFO,DEN,600,9.0,0
5713083,12,25,5,CVG,DEN,600,-17.0,0
5713084,12,25,5,CVG,DEN,600,,1
5713085,12,25,5,TTN,MCO,600,-9.0,0
5713086,12,25,5,JFK,ATL,600,99.0,0
5713087,12,25,5,SAT,ATL,600,88.0,0
5713088,12,25,5,LGA,DTW,600,6.0,0
5713089,12,25,5,ELP,ATL,600,17.0,0
5713090,12,25,5,FNT,ATL,600,,1
5713091,12,25,5,PHX,ATL,600,-4.0,0
5713092,12,25,5,MKE,ATL,600,17.0,0
5713093,12,25,5,BDL,ATL,600,-7.0,0
5713094,12,25,5,STL,ATL,600,-13.0,0
5713095,12,25,5,LGA,ATL,600,,1
5713096,12,25,5,MCO,ATL,600,-9.0,0
5713097,12,25,5,IAD,ATL,600,-9.0,0
5713098,12,25,5,LSE,ORD,600,-28.0,0
5713099,12,25,5,DSM,ORD,600,1.0,0
5713100,12,25,5,CVG,ORD,600,-24.0,0
5713101,12,25,5,ALO,ORD,600,-13.0,0
5713102,12,25,5,GPT,DFW,600,-21.0,0
5713103,12,25,5,IND,ORD,600,-26.0,0
5713104,12,25,5,TOL,ORD,600,-11.0,0
5713105,12,25,5,FWA,DFW,600,-19.0,0
5713106,12,25,5,CWA,ORD,600,-34.0,0
5713107,12,25,5,PIA,ORD,600,-34.0,0
5713108,12,25,5,ATL,MCO,600,5.0,0
5713109,12,25,5,ACY,MCO,600,-10.0,0
5713110,12,25,5,DTW,LGA,600,-20.0,0
5713111,12,25,5,PHL,ORD,600,6.0,0
5713112,12,25,5,PDX,LAS,600,29.0,0
5713113,12,25,5,ORD,LAX,600,26.0,0
5713114,12,25,5,LAX,OAK,600,-2.0,0
5713115,12,25,5,BWI,ORD,600,6.0,0
5713116,12,25,5,DFW,FLL,600,13.0,0
5713117,12,25,5,FAT,SEA,600,17.0,0
5713118,12,25,5,SBA,SEA,600,6.0,0
5713119,12,25,5,IMT,RHI,600,-3.0,0
5713120,12,25,5,TUS,LAX,600,-3.0,0
5713121,12,25,5,SJC,SLC,600,61.0,0
5713122,12,25,5,PSC,SEA,600,8.0,0
5713123,12,25,5,EUG,SLC,600,-1.0,0
5713124,12,25,5,GCC,DEN,600,-9.0,0
5713125,12,25,5,EAU,ORD,600,4.0,0
5713126,12,25,5,RKS,DEN,600,-8.0,0
5713127,12,25,5,ABQ,SFO,600,-5.0,0
5713128,12,25,5,ONT,DEN,600,-29.0,0
5713129,12,25,5,ORD,EWR,600,45.0,0
5713130,12,25,5,SMF,LAX,600,1.0,0
5713131,12,25,5,COS,DEN,600,-5.0,0
5713132,12,25,5,MFR,SFO,600,-6.0,0
5713133,12,25,5,FAT,DEN,600,14.0,0
5713134,12,25,5,BGM,DTW,600,-16.0,0
5713135,12,25,5,LAS,LAX,600,25.0,0
5713136,12,25,5,LAX,IAD,600,-15.0,0
5713137,12,25,5,DEN,IAH,600,-16.0,0
5713138,12,25,5,BOS,IAD,600,-4.0,0
5713139,12,25,5,LAX,ORD,600,-44.0,0
5713140,12,25,5,RNO,DEN,600,11.0,0
5713141,12,25,5,RSW,ORD,600,-26.0,0
5713142,12,25,5,LAX,EWR,600,-41.0,0
5713143,12,25,5,LAX,MCO,600,-20.0,0
5713144,12,25,5,SLC,ORD,600,-4.0,0
5713145,12,25,5,PHX,ORD,600,-50.0,0
5713146,12,25,5,FLL,IAH,600,-27.0,0
5713147,12,25,5,SFO,ORD,600,-30.0,0
5713148,12,25,5,BOS,EWR,600,-23.0,0
5713149,12,25,5,PDX,IAH,600,-19.0,0
5713150,12,25,5,EWR,FLL,600,-32.0,0
5713151,12,25,5,EWR,SFO,600,-6.0,0
5713152,12,25,5,MCO,IAH,600,-29.0,0
5713153,12,25,5,PSP,DEN,600,-20.0,0
5713154,12,25,5,SAT,IAH,600,-14.0,0
5713155,12,25,5,TPA,EWR,600,-24.0,0
5713156,12,25,5,IAH,EWR,600,18.0,0
5713157,12,25,5,OAK,LAS,600,-19.0,0
5713158,12,25,5,MCI,SFO,600,70.0,0
5713159,12,25,5,BUF,BWI,600,-26.0,0
5713160,12,25,5,MDW,MCO,600,13.0,0
5713161,12,25,5,OAK,MDW,600,-25.0,0
5713162,12,25,5,OKC,ATL,600,10.0,0
5713163,12,25,5,PHX,ATL,600,-5.0,0
5713164,12,25,5,PIT,BWI,600,-17.0,0
5713165,12,25,5,PVD,BWI,600,-11.0,0
5713166,12,25,5,RIC,ATL,600,-17.0,0
5713167,12,25,5,SAT,ATL,600,-11.0,0
5713168,12,25,5,SJU,MCO,600,-10.0,0
5713169,12,25,5,DAL,SEA,600,-18.0,0
5713170,12,25,5,DEN,BWI,600,-33.0,0
5713171,12,25,5,ICT,MDW,600,-18.0,0
5713172,12,25,5,LGA,HOU,600,-36.0,0
5713173,12,25,5,STL,DFW,600,-22.0,0
5713174,12,25,5,DCA,MIA,600,-12.0,0
5713175,12,25,5,DFW,DCA,600,-1.0,0
5713176,12,25,5,LAX,JFK,600,-21.0,0
5713177,12,25,5,LGA,DFW,600,4.0,0
5713178,12,25,5,IAD,MIA,600,-3.0,0
5713179,12,25,5,LAS,DFW,600,-27.0,0
5713180,12,25,5,BOS,JFK,600,-22.0,0
5713181,12,25,5,BNA,DFW,600,64.0,0
5713182,12,25,5,ORD,MIA,600,24.0,0
5713183,12,25,5,ONT,DFW,600,-25.0,0
5713184,12,25,5,BOS,DFW,600,16.0,0
5713185,12,25,5,PHL,MIA,600,14.0,0
5713186,12,25,5,MCO,DFW,600,-31.0,0
5713187,12,25,5,LAX,ORD,600,-44.0,0
5713188,12,25,5,LAX,DFW,600,7.0,0
5713189,12,25,5,SJU,MIA,600,-12.0,0
5713190,12,25,5,FLL,PHL,600,6.0,0
5713191,12,25,5,BOS,PHX,600,19.0,0
5713192,12,25,5,OAK,PHX,600,2.0,0
5713193,12,25,5,ORD,PHL,600,-3.0,0
5713194,12,25,5,BDL,CLT,600,-13.0,0
5713195,12,25,5,PVD,CLT,600,-2.0,0
5713196,12,25,5,BOS,CLT,600,8.0,0
5713197,12,25,5,TPA,PHL,600,-14.0,0
5713198,12,25,5,SFO,PHX,600,-18.0,0
5713199,12,25,5,PHX,DFW,600,-13.0,0
5713200,12,25,5,GEG,SEA,600,3.0,0
5713201,12,25,5,SLC,LAX,600,21.0,0
5713202,12,25,5,SEA,ANC,600,9.0,0
5713203,12,25,5,FAI,ANC,600,-5.0,0
5713204,12,25,5,SEA,SJC,600,-18.0,0
5713205,12,25,5,SEA,SNA,600,-26.0,0
5713206,12,25,5,PSP,SFO,600,-1.0,0
5713207,12,25,5,SEA,SFO,600,-12.0,0
5713208,12,25,5,SEA,OAK,600,-24.0,0
5713209,12,25,5,OAK,SEA,600,-3.0,0
5713210,12,25,5,LAX,SEA,600,5.0,0
5713211,12,25,5,LAX,PDX,600,-4.0,0
5713212,12,25,5,PHX,SEA,600,-8.0,0
5713213,12,25,5,PBI,DFW,600,-38.0,0
5713214,12,25,5,AUS,JFK,600,1.0,0
5713215,12,25,5,MSY,JFK,600,-8.0,0
5713216,12,25,5,FLL,SJU,600,1.0,0
5713217,12,25,5,LGA,MCO,600,-19.0,0
5713218,12,25,5,FLL,JFK,600,-19.0,0
5713219,12,25,5,TPA,JFK,600,-12.0,0
5713220,12,25,5,JFK,RSW,600,16.0,0
5713221,12,25,5,MCO,LGA,600,-21.0,0
5713222,12,25,5,FLL,LGA,600,-8.0,0
5713223,12,25,5,JAX,JFK,600,-9.0,0
5713224,12,25,5,PBI,JFK,600,-13.0,0
5713225,12,25,5,PSE,JFK,600,-10.0,0
5713226,12,25,5,SJU,JFK,600,-21.0,0
5713227,12,25,5,PBI,BOS,600,-9.0,0
5713228,12,25,5,JFK,TPA,600,-2.0,0
5713229,12,25,5,MFE,DFW,600,-13.0,0
5713230,12,25,5,CHA,DFW,601,4.0,0
5713231,12,25,5,LEX,ORD,601,-20.0,0
5713232,12,25,5,BDL,ORD,601,-11.0,0
5713233,12,25,5,LAX,SFO,601,-5.0,0
5713234,12,25,5,JAX,DFW,601,-32.0,0
5713235,12,25,5,MEM,IAH,602,27.0,0
5713236,12,25,5,AZO,ORD,602,-22.0,0
5713237,12,25,5,CMX,ORD,602,-10.0,0
5713238,12,25,5,IND,SFO,602,-8.0,0
5713239,12,25,5,ORD,MCO,602,-1.0,0
5713240,12,25,5,CMH,DFW,602,-35.0,0
5713241,12,25,5,JAN,DFW,604,-14.0,0
5713242,12,25,5,OAK,SLC,604,-19.0,0
5713243,12,25,5,TVC,ORD,604,-8.0,0
5713244,12,25,5,AUS,DEN,604,-21.0,0
5713245,12,25,5,PSP,DFW,604,-3.0,0
5713246,12,25,5,MCO,JFK,604,-4.0,0
5713247,12,25,5,MCO,SLC,605,-6.0,0
5713248,12,25,5,SGF,ATL,605,39.0,0
5713249,12,25,5,LGA,MSP,605,5.0,0
5713250,12,25,5,MLU,DFW,605,-27.0,0
5713251,12,25,5,VPS,IAH,605,303.0,0
5713252,12,25,5,ECP,IAH,605,-20.0,0
5713253,12,25,5,ATL,PHL,605,36.0,0
5713254,12,25,5,HNL,OGG,605,-5.0,0
5713255,12,25,5,MSY,ATL,605,-13.0,0
5713256,12,25,5,LGA,FLL,605,-20.0,0
5713257,12,25,5,MEM,ATL,605,144.0,0
5713258,12,25,5,CID,ORD,605,-19.0,0
5713259,12,25,5,RSW,DTW,605,-28.0,0
5713260,12,25,5,DRO,PHX,605,43.0,0
5713261,12,25,5,DFW,MSP,605,-25.0,0
5713262,12,25,5,OKC,SFO,605,4.0,0
5713263,12,25,5,FAT,SLC,605,16.0,0
5713264,12,25,5,SFO,IAH,605,-26.0,0
5713265,12,25,5,MIA,IAH,605,-36.0,0
5713266,12,25,5,ORD,CHS,605,-10.0,0
5713267,12,25,5,PBI,ATL,605,-23.0,0
5713268,12,25,5,PIT,DAL,605,46.0,0
5713269,12,25,5,RDU,ATL,605,-17.0,0
5713270,12,25,5,IND,ATL,605,-14.0,0
5713271,12,25,5,MIA,LGA,605,-25.0,0
5713272,12,25,5,DFW,PHX,605,19.0,0
5713273,12,25,5,SMF,PHX,605,21.0,0
5713274,12,25,5,PIT,LAX,605,50.0,0
5713275,12,25,5,IND,LAX,605,0.0,0
5713276,12,25,5,STL,CLT,605,4.0,0
5713277,12,25,5,PBI,PHL,605,-21.0,0
5713278,12,25,5,RSW,PHL,605,0.0,0
